batch,filename,ne0,ne1,ne2,labels
2,msb_000002.msout,437028,0.252201041,0.510251146,3
2,msb_000002.msout,373875,1.879053415,0.332980371,4
2,msb_000002.msout,234441,0.512005129,2.18836782,4
2,msb_000002.msout,346921,1.980927461,0.646655352,4
2,msb_000002.msout,169785,0.703660043,1.847759587,4
2,msb_000002.msout,351762,2.062384586,0.339997579,4
2,msb_000002.msout,44634,0.589023661,1.947400332,4
2,msb_000002.msout,48140,2.212734117,0.464814452,4
2,msb_000002.msout,233309,2.206187638,0.633677644,4
3,msb_000003.msout,494174,1.014636749,1.010208035,1
3,msb_000003.msout,190970,0.844462395,1.17392916,1
3,msb_000003.msout,182142,0.910010084,1.189337111,1
3,msb_000003.msout,152965,0.867718,0.915558898,1
3,msb_000003.msout,82150,1.003540406,1.24920024,1
3,msb_000003.msout,449996,1.093170599,0.863347844,1
3,msb_000003.msout,441930,1.015225136,0.832193166,1
3,msb_000003.msout,336545,1.131231876,1.194844366,1
3,msb_000003.msout,407049,1.985001036,2.070418209,2
3,msb_000003.msout,165889,2.244390737,1.982651067,2
3,msb_000003.msout,93011,2.057278346,2.197184693,2
3,msb_000003.msout,209385,1.960884106,1.763589966,2
3,msb_000003.msout,266031,2.1665327,2.178675514,2
3,msb_000003.msout,385056,1.733696788,1.992302737,2
3,msb_000003.msout,286144,1.848655626,2.247427592,2
3,msb_000003.msout,352681,2.020266785,1.915119187,2
3,msb_000003.msout,54174,0.626749038,0.374635686,3
3,msb_000003.msout,204616,0.438154861,0.485313695,3
3,msb_000003.msout,327490,0.22714604,0.647194079,3
3,msb_000003.msout,182010,0.617180903,0.254099151,3
3,msb_000003.msout,229722,0.711154925,0.598826375,3
3,msb_000003.msout,312238,0.315288786,0.418042089,3
3,msb_000003.msout,74877,0.702768844,0.324143272,3
3,msb_000003.msout,59963,0.343446638,0.719839058,3
3,msb_000003.msout,441773,0.510158538,1.863354485,4
3,msb_000003.msout,259765,0.37120742,1.900634958,4
3,msb_000003.msout,11376,2.039123264,0.501825782,4
3,msb_000003.msout,173674,0.253490675,1.873678911,4
3,msb_000003.msout,138398,2.194553987,0.399736557,4
3,msb_000003.msout,385766,1.795767406,0.457647451,4
3,msb_000003.msout,421254,1.971393019,0.296692763,4
3,msb_000003.msout,19932,1.884087883,0.631957017,4
4,msb_000004.msout,128183,0.795488806,1.06650136,1
4,msb_000004.msout,74006,0.729038058,1.104408739,1
4,msb_000004.msout,254048,1.189230235,0.919295011,1
4,msb_000004.msout,85661,1.197022306,1.242027399,1
4,msb_000004.msout,334775,1.158875786,1.018483357,1
4,msb_000004.msout,14791,0.947937648,0.860492091,1
4,msb_000004.msout,470818,1.105103641,0.791342169,1
4,msb_000004.msout,99735,0.793698055,0.924665799,1
4,msb_000004.msout,342618,1.936175833,2.078389302,2
4,msb_000004.msout,371032,2.112393263,2.152473919,2
4,msb_000004.msout,107039,1.928508997,1.961118125,2
4,msb_000004.msout,151057,2.148968623,1.908893411,2
4,msb_000004.msout,300335,2.124253188,2.042179447,2
4,msb_000004.msout,104575,2.100981883,1.761421923,2
4,msb_000004.msout,382936,1.738172843,1.981511893,2
4,msb_000004.msout,377769,1.931028255,2.004270491,2
4,msb_000004.msout,60373,0.486990034,0.497316646,3
4,msb_000004.msout,362475,0.631191238,0.40036494,3
4,msb_000004.msout,269221,0.402723964,0.286280551,3
4,msb_000004.msout,315846,0.239906844,0.248443198,3
4,msb_000004.msout,22454,0.202238749,0.317429106,3
4,msb_000004.msout,341074,0.538984077,0.405651668,3
4,msb_000004.msout,319389,0.493530693,0.45183715,3
4,msb_000004.msout,22226,0.599041106,0.49330168,3
4,msb_000004.msout,322159,0.313974007,1.753331423,4
4,msb_000004.msout,434163,0.460051513,2.248881853,4
4,msb_000004.msout,246500,1.707142848,0.737697282,4
4,msb_000004.msout,403308,0.748870094,1.985823479,4
4,msb_000004.msout,71606,0.292561992,2.069857858,4
4,msb_000004.msout,102721,0.520635822,2.011811885,4
4,msb_000004.msout,17901,0.263074428,1.705746425,4
4,msb_000004.msout,45879,1.945290339,0.555790321,4
5,msb_000005.msout,184936,1.085374643,1.125540896,1
5,msb_000005.msout,265766,0.954202556,0.794897405,1
5,msb_000005.msout,328285,1.003950114,0.760158212,1
5,msb_000005.msout,420358,1.028556741,0.879134025,1
5,msb_000005.msout,149587,1.111837838,0.73775768,1
5,msb_000005.msout,366076,0.893026685,1.146972295,1
5,msb_000005.msout,89488,1.019133378,0.858570634,1
5,msb_000005.msout,140268,1.005642788,0.868098468,1
5,msb_000005.msout,262286,2.078344567,2.216098103,2
5,msb_000005.msout,53302,1.926778538,2.060542995,2
5,msb_000005.msout,432010,2.133121569,1.737619561,2
5,msb_000005.msout,242674,2.139163099,2.113141193,2
5,msb_000005.msout,414971,1.713278073,1.713086985,2
5,msb_000005.msout,345495,1.993835492,2.231437336,2
5,msb_000005.msout,140793,2.238144112,2.153933289,2
5,msb_000005.msout,269531,1.825974952,1.964013605,2
5,msb_000005.msout,218021,0.572610399,0.740347287,3
5,msb_000005.msout,369738,0.673441126,0.550435772,3
5,msb_000005.msout,410771,0.469855037,0.275401339,3
5,msb_000005.msout,187680,0.256762699,0.510486724,3
5,msb_000005.msout,323922,0.348107551,0.225477837,3
5,msb_000005.msout,474146,0.429737703,0.615726579,3
5,msb_000005.msout,22790,0.383378399,0.222725161,3
5,msb_000005.msout,440235,0.681485792,0.586991848,3
5,msb_000005.msout,202250,0.638010977,1.814295292,4
5,msb_000005.msout,159093,0.516377324,2.121852536,4
5,msb_000005.msout,78806,0.699236012,2.129192223,4
5,msb_000005.msout,387965,0.306010141,1.999217174,4
5,msb_000005.msout,85388,1.863361573,0.282296731,4
5,msb_000005.msout,469538,1.903208738,0.387182537,4
5,msb_000005.msout,434108,0.468563667,2.051547294,4
5,msb_000005.msout,55551,1.802594288,0.45497803,4
6,msb_000006.msout,415733,0.865965884,1.060409817,1
6,msb_000006.msout,243881,0.987922634,0.929122096,1
6,msb_000006.msout,469888,0.858973466,1.03463453,1
6,msb_000006.msout,272428,0.842853991,1.154171146,1
6,msb_000006.msout,323234,1.248012324,1.168195859,1
6,msb_000006.msout,61290,1.061319335,0.815983735,1
6,msb_000006.msout,195705,0.848119356,1.24070918,1
6,msb_000006.msout,447826,1.097285195,0.884392702,1
6,msb_000006.msout,201793,1.976513588,2.033227386,2
6,msb_000006.msout,117520,1.923789164,1.928500148,2
6,msb_000006.msout,252771,1.842106619,2.076402924,2
6,msb_000006.msout,474354,1.856695211,1.884257708,2
6,msb_000006.msout,113237,1.803796188,2.171584188,2
6,msb_000006.msout,342313,2.025590813,2.077745539,2
6,msb_000006.msout,99496,2.18477294,2.00943563,2
6,msb_000006.msout,374735,2.134816513,1.737003152,2
6,msb_000006.msout,333539,0.239963125,0.431314288,3
6,msb_000006.msout,381460,0.713715301,0.54430181,3
6,msb_000006.msout,99572,0.271862041,0.47381842,3
6,msb_000006.msout,420320,0.329801068,0.631311094,3
6,msb_000006.msout,183686,0.744917455,0.673542457,3
6,msb_000006.msout,174207,0.673821943,0.373438068,3
6,msb_000006.msout,480780,0.221770299,0.255722578,3
6,msb_000006.msout,379426,0.308241526,0.627255627,3
6,msb_000006.msout,122179,0.570242706,2.099700041,4
6,msb_000006.msout,269063,0.743210717,1.791343471,4
6,msb_000006.msout,205994,0.229838161,2.203622639,4
6,msb_000006.msout,127382,0.567916486,2.006860719,4
6,msb_000006.msout,313629,0.600296176,2.113313708,4
6,msb_000006.msout,260093,1.858357361,0.463125653,4
6,msb_000006.msout,64415,2.129641556,0.732809124,4
6,msb_000006.msout,95355,2.060436413,0.27923056,4
7,msb_000007.msout,388338,1.02555859,1.084157929,1
7,msb_000007.msout,105544,0.918537219,1.237699078,1
7,msb_000007.msout,341109,0.723534448,0.708748741,1
7,msb_000007.msout,87952,0.705166865,0.949283672,1
7,msb_000007.msout,234591,1.060467185,1.080878216,1
7,msb_000007.msout,239495,1.140935919,0.762963074,1
7,msb_000007.msout,32448,0.760001611,0.770706963,1
7,msb_000007.msout,87668,0.884505454,1.12541973,1
7,msb_000007.msout,116784,1.770020239,1.861064735,2
7,msb_000007.msout,397899,1.805619659,2.093523085,2
7,msb_000007.msout,106859,1.953435628,2.193672471,2
7,msb_000007.msout,240591,1.905396051,2.148331052,2
7,msb_000007.msout,58406,1.858677166,1.858607546,2
7,msb_000007.msout,374567,1.887614306,1.890843637,2
7,msb_000007.msout,426497,1.954681553,1.822035634,2
7,msb_000007.msout,151841,1.825332788,1.700581457,2
7,msb_000007.msout,239302,0.450773191,0.45810651,3
7,msb_000007.msout,483586,0.582830504,0.566865227,3
7,msb_000007.msout,461373,0.43329536,0.744677706,3
7,msb_000007.msout,212710,0.573741019,0.542067243,3
7,msb_000007.msout,269318,0.645983423,0.36575083,3
7,msb_000007.msout,400045,0.601821106,0.692941029,3
7,msb_000007.msout,196186,0.385974114,0.501888393,3
7,msb_000007.msout,238105,0.352201888,0.477118716,3
7,msb_000007.msout,215015,2.184522824,0.323553563,4
7,msb_000007.msout,96242,0.724996501,2.040685277,4
7,msb_000007.msout,409538,0.667798501,2.195607649,4
7,msb_000007.msout,451618,0.570538578,2.179449386,4
7,msb_000007.msout,208430,2.034538919,0.372211487,4
7,msb_000007.msout,11162,1.864373095,0.655715448,4
7,msb_000007.msout,253951,0.391590479,2.047379472,4
7,msb_000007.msout,288587,0.496052496,1.799934319,4
8,msb_000008.msout,459405,1.011359786,1.117324374,1
8,msb_000008.msout,65225,1.060732544,0.841605125,1
8,msb_000008.msout,33595,1.15031956,1.145261801,1
8,msb_000008.msout,53062,0.844435986,0.991141658,1
8,msb_000008.msout,284134,1.050500821,0.908984093,1
8,msb_000008.msout,107471,1.223856903,0.74033236,1
8,msb_000008.msout,473405,1.13196011,0.888178309,1
8,msb_000008.msout,386771,0.868927067,1.087634402,1
8,msb_000008.msout,360676,2.182265325,2.244807127,2
8,msb_000008.msout,469470,1.8578835,1.857077579,2
8,msb_000008.msout,493496,2.113799444,2.137008703,2
8,msb_000008.msout,484130,2.050007343,2.100544916,2
8,msb_000008.msout,165367,2.03892474,2.166991182,2
8,msb_000008.msout,318191,2.041048726,2.240092838,2
8,msb_000008.msout,236125,1.852464043,1.85393596,2
8,msb_000008.msout,489337,2.119847087,1.704951138,2
8,msb_000008.msout,405227,0.418331042,0.618525396,3
8,msb_000008.msout,7159,0.28048175,0.506244301,3
8,msb_000008.msout,5348,0.692561353,0.236701244,3
8,msb_000008.msout,131191,0.54684691,0.220522343,3
8,msb_000008.msout,257707,0.340077547,0.275854074,3
8,msb_000008.msout,221258,0.578523291,0.585518832,3
8,msb_000008.msout,169986,0.563802884,0.549147287,3
8,msb_000008.msout,412082,0.353277131,0.71694552,3
8,msb_000008.msout,342739,0.673142938,2.157995467,4
8,msb_000008.msout,360064,1.969858205,0.386820482,4
8,msb_000008.msout,201081,1.789153505,0.328023782,4
8,msb_000008.msout,219147,2.074286622,0.401921338,4
8,msb_000008.msout,99584,1.88284004,0.432284084,4
8,msb_000008.msout,324418,0.624643894,1.917169701,4
8,msb_000008.msout,264026,0.286194326,2.176423975,4
8,msb_000008.msout,328692,0.241821317,1.938318754,4
9,msb_000009.msout,133092,1.034172356,1.243516443,1
9,msb_000009.msout,375899,1.239445121,0.873903136,1
9,msb_000009.msout,56545,1.188926951,1.182136187,1
9,msb_000009.msout,146946,1.08372816,0.920421539,1
9,msb_000009.msout,413459,1.230077566,1.161011418,1
9,msb_000009.msout,330540,0.769209746,1.116290878,1
9,msb_000009.msout,304052,0.967141405,0.980200056,1
9,msb_000009.msout,79932,0.81576283,1.191752835,1
9,msb_000009.msout,422675,1.744447482,2.239163569,2
9,msb_000009.msout,216074,1.753350722,2.12038068,2
9,msb_000009.msout,491627,1.989172241,1.861276782,2
9,msb_000009.msout,80754,1.719942807,1.956163594,2
9,msb_000009.msout,192678,2.218592912,1.740513721,2
9,msb_000009.msout,335646,2.231070835,1.717536438,2
9,msb_000009.msout,416128,2.089823568,2.23345288,2
9,msb_000009.msout,22045,2.039448928,1.903421833,2
9,msb_000009.msout,60125,0.55580213,0.560422263,3
9,msb_000009.msout,203812,0.454681431,0.694943199,3
9,msb_000009.msout,198698,0.3359245,0.690051109,3
9,msb_000009.msout,32092,0.363388677,0.410509559,3
9,msb_000009.msout,64587,0.646141674,0.295125438,3
9,msb_000009.msout,188564,0.420632527,0.643394575,3
9,msb_000009.msout,307074,0.473497481,0.564529469,3
9,msb_000009.msout,180312,0.283202438,0.708759778,3
9,msb_000009.msout,213826,0.458148906,2.198810464,4
9,msb_000009.msout,100594,0.444625433,1.756791072,4
9,msb_000009.msout,47023,0.660042413,1.928569158,4
9,msb_000009.msout,395936,1.710958848,0.58597497,4
9,msb_000009.msout,484340,0.375976501,2.062382711,4
9,msb_000009.msout,144973,0.35001383,2.072653636,4
9,msb_000009.msout,228027,2.218799783,0.66538568,4
9,msb_000009.msout,182402,1.965589327,0.277428336,4
10,msb_000010.msout,185297,0.822862119,0.880644813,1
10,msb_000010.msout,61765,0.810717005,0.912654976,1
10,msb_000010.msout,373764,0.876675716,1.00728777,1
10,msb_000010.msout,269103,0.920039898,0.946849673,1
10,msb_000010.msout,257231,0.855661875,0.934767497,1
10,msb_000010.msout,209639,0.746463162,0.890938059,1
10,msb_000010.msout,390524,0.943729868,1.162349239,1
10,msb_000010.msout,45124,0.864880535,0.942152185,1
10,msb_000010.msout,130320,1.759018392,1.882109802,2
10,msb_000010.msout,3609,1.937210206,1.750560169,2
10,msb_000010.msout,377361,2.040786397,1.948833715,2
10,msb_000010.msout,386094,2.19379931,2.220016913,2
10,msb_000010.msout,311284,2.184337136,2.194176681,2
10,msb_000010.msout,209846,2.073924673,2.222627074,2
10,msb_000010.msout,471182,2.050797623,2.119853405,2
10,msb_000010.msout,262404,2.186378136,2.067318589,2
10,msb_000010.msout,497043,0.614177249,0.373571256,3
10,msb_000010.msout,28265,0.440048722,0.748413973,3
10,msb_000010.msout,157132,0.672562692,0.688589929,3
10,msb_000010.msout,88430,0.399843524,0.548169748,3
10,msb_000010.msout,18625,0.34062038,0.256496466,3
10,msb_000010.msout,449003,0.533096779,0.563839722,3
10,msb_000010.msout,13815,0.336639687,0.549321713,3
10,msb_000010.msout,127248,0.415712862,0.240014144,3
10,msb_000010.msout,99285,0.577647003,1.891392305,4
10,msb_000010.msout,323819,2.221033503,0.507223202,4
10,msb_000010.msout,133069,0.258549768,1.952542127,4
10,msb_000010.msout,386052,0.338426743,2.210261023,4
10,msb_000010.msout,330930,0.669054235,2.120563826,4
10,msb_000010.msout,69926,0.354285336,1.946061818,4
10,msb_000010.msout,1691,1.963616074,0.280700502,4
10,msb_000010.msout,260008,1.903948906,0.408541033,4
11,msb_000011.msout,28267,1.131500908,0.922141529,1
11,msb_000011.msout,466839,1.120354407,1.142005092,1
11,msb_000011.msout,220227,0.836953234,0.712242105,1
11,msb_000011.msout,234541,0.858209688,1.20631572,1
11,msb_000011.msout,120665,0.977796906,1.174618641,1
11,msb_000011.msout,374769,1.126149147,1.20970835,1
11,msb_000011.msout,12110,1.045936718,0.928899801,1
11,msb_000011.msout,358336,0.927410264,1.072332054,1
11,msb_000011.msout,486140,2.054092404,2.143050506,2
11,msb_000011.msout,443188,2.064803003,1.717813239,2
11,msb_000011.msout,129085,1.910082762,2.157636645,2
11,msb_000011.msout,455270,1.979034548,1.921368181,2
11,msb_000011.msout,355070,1.908601627,1.779800532,2
11,msb_000011.msout,295009,2.021896081,1.787671654,2
11,msb_000011.msout,94951,1.934719361,1.924102197,2
11,msb_000011.msout,182498,2.112463011,2.095087601,2
11,msb_000011.msout,15576,0.710459773,0.291397337,3
11,msb_000011.msout,244303,0.395448358,0.332382906,3
11,msb_000011.msout,51581,0.382129377,0.212919366,3
11,msb_000011.msout,367613,0.228709373,0.542553881,3
11,msb_000011.msout,50697,0.501429753,0.244960361,3
11,msb_000011.msout,379843,0.523612853,0.689331705,3
11,msb_000011.msout,436117,0.404367869,0.624510091,3
11,msb_000011.msout,452958,0.337644489,0.639320967,3
11,msb_000011.msout,38613,0.595544681,2.163059836,4
11,msb_000011.msout,465698,0.414160404,2.16379632,4
11,msb_000011.msout,129004,2.032662311,0.642493388,4
11,msb_000011.msout,136089,1.87364805,0.286122292,4
11,msb_000011.msout,37223,2.06307112,0.499822347,4
11,msb_000011.msout,169384,2.092535647,0.304168476,4
11,msb_000011.msout,418747,2.046567371,0.534523787,4
11,msb_000011.msout,23064,1.81644503,0.44556089,4
12,msb_000012.msout,40312,1.093999737,1.065809669,1
12,msb_000012.msout,365980,1.030762318,1.03909446,1
12,msb_000012.msout,59336,1.192012594,1.173393622,1
12,msb_000012.msout,258066,0.838238549,0.899417771,1
12,msb_000012.msout,286529,1.154180162,0.944079093,1
12,msb_000012.msout,186552,0.822840314,1.029923084,1
12,msb_000012.msout,499777,1.222354205,0.860500356,1
12,msb_000012.msout,178583,0.964074362,0.757601129,1
12,msb_000012.msout,147154,2.204261624,1.825500207,2
12,msb_000012.msout,332026,1.724214734,1.701161814,2
12,msb_000012.msout,32807,1.997275261,1.848228082,2
12,msb_000012.msout,337423,1.906288128,1.924130844,2
12,msb_000012.msout,269210,2.189904413,1.733490382,2
12,msb_000012.msout,138210,2.184598394,1.731680485,2
12,msb_000012.msout,210371,2.078042168,1.9532339,2
12,msb_000012.msout,286419,2.047012789,1.997945582,2
12,msb_000012.msout,226026,0.445704626,0.401794227,3
12,msb_000012.msout,25165,0.306749363,0.511164666,3
12,msb_000012.msout,266815,0.563990715,0.665680964,3
12,msb_000012.msout,311717,0.7336537,0.219295585,3
12,msb_000012.msout,365074,0.504719082,0.572404271,3
12,msb_000012.msout,209666,0.315166739,0.343448415,3
12,msb_000012.msout,423909,0.347875225,0.27622256,3
12,msb_000012.msout,325845,0.370818038,0.463738838,3
12,msb_000012.msout,97671,1.924278764,0.456701298,4
12,msb_000012.msout,349810,0.238219543,2.247205156,4
12,msb_000012.msout,361383,0.683045912,1.972624196,4
12,msb_000012.msout,74142,0.474168561,2.155191549,4
12,msb_000012.msout,32591,0.418049803,1.986190521,4
12,msb_000012.msout,70527,1.724620856,0.427284133,4
12,msb_000012.msout,246753,1.75106867,0.347908333,4
12,msb_000012.msout,327652,1.750425322,0.496020109,4
13,msb_000013.msout,114668,0.748722899,0.877314582,1
13,msb_000013.msout,228867,1.006784664,1.184302884,1
13,msb_000013.msout,475903,1.19132437,1.090243143,1
13,msb_000013.msout,484919,0.902468565,1.145625864,1
13,msb_000013.msout,312934,0.825787477,0.915790953,1
13,msb_000013.msout,418877,1.138163356,0.869965703,1
13,msb_000013.msout,124104,1.046719771,0.974387852,1
13,msb_000013.msout,297910,0.930408245,0.78456931,1
13,msb_000013.msout,114484,1.939089719,1.816844782,2
13,msb_000013.msout,357053,1.776847088,1.943223911,2
13,msb_000013.msout,111171,2.047114017,1.76834607,2
13,msb_000013.msout,227492,1.944149393,1.754596873,2
13,msb_000013.msout,471854,1.979571303,2.176438458,2
13,msb_000013.msout,213323,1.752339857,2.010482218,2
13,msb_000013.msout,156899,2.198030615,1.91560606,2
13,msb_000013.msout,19330,2.159732864,2.20629435,2
13,msb_000013.msout,303743,0.217643928,0.561240612,3
13,msb_000013.msout,348204,0.602332816,0.490402517,3
13,msb_000013.msout,379022,0.501935104,0.485947023,3
13,msb_000013.msout,205083,0.575878875,0.609660979,3
13,msb_000013.msout,433960,0.342073395,0.691924013,3
13,msb_000013.msout,279277,0.29111643,0.311538275,3
13,msb_000013.msout,427027,0.568975829,0.491305642,3
13,msb_000013.msout,268234,0.572500874,0.603470135,3
13,msb_000013.msout,274239,0.510838602,2.177043298,4
13,msb_000013.msout,270516,0.28334816,1.787049565,4
13,msb_000013.msout,428922,0.574689656,1.909031946,4
13,msb_000013.msout,341497,1.839669182,0.635384597,4
13,msb_000013.msout,183456,0.409739484,1.804670242,4
13,msb_000013.msout,73142,0.612450156,2.058286477,4
13,msb_000013.msout,122142,1.786819094,0.338187149,4
13,msb_000013.msout,229024,2.123995066,0.481934013,4
14,msb_000014.msout,405173,1.129459446,0.761964825,1
14,msb_000014.msout,491835,1.060744999,1.063934091,1
14,msb_000014.msout,245373,1.165188872,0.768196242,1
14,msb_000014.msout,146164,1.144490305,1.077117075,1
14,msb_000014.msout,238371,0.95332916,0.76860248,1
14,msb_000014.msout,483252,0.743124151,0.807842713,1
14,msb_000014.msout,77131,0.926954126,0.955761692,1
14,msb_000014.msout,462749,0.752421324,1.192911181,1
14,msb_000014.msout,258271,1.763634603,2.107535031,2
14,msb_000014.msout,483259,2.144488387,1.925210897,2
14,msb_000014.msout,348545,1.724263689,2.079969803,2
14,msb_000014.msout,352256,2.044011537,2.17974339,2
14,msb_000014.msout,425955,1.888083153,1.71067239,2
14,msb_000014.msout,305703,2.227578041,1.931681132,2
14,msb_000014.msout,168621,2.085355089,1.884326983,2
14,msb_000014.msout,125382,1.852856336,2.241815591,2
14,msb_000014.msout,349737,0.504743967,0.654394134,3
14,msb_000014.msout,492197,0.278299032,0.598312538,3
14,msb_000014.msout,238892,0.638246913,0.573772531,3
14,msb_000014.msout,397019,0.536253726,0.293127699,3
14,msb_000014.msout,362600,0.695622844,0.430660311,3
14,msb_000014.msout,25596,0.398907533,0.447229378,3
14,msb_000014.msout,372702,0.501605548,0.249692781,3
14,msb_000014.msout,277545,0.434208834,0.384445214,3
14,msb_000014.msout,107316,0.509593994,2.199842019,4
14,msb_000014.msout,396666,0.320259932,2.191179382,4
14,msb_000014.msout,421668,0.42542497,2.220452719,4
14,msb_000014.msout,273896,0.486066142,2.19458047,4
14,msb_000014.msout,75007,1.818197139,0.466665447,4
14,msb_000014.msout,352826,0.478916107,1.982926168,4
14,msb_000014.msout,346509,0.680161608,2.123109497,4
14,msb_000014.msout,217441,0.436604403,2.046245052,4
15,msb_000015.msout,317960,1.097349446,0.851277316,1
15,msb_000015.msout,180935,0.933630697,1.073733923,1
15,msb_000015.msout,396857,0.927631034,0.891131383,1
15,msb_000015.msout,437957,0.77342766,0.775134076,1
15,msb_000015.msout,404928,1.246623117,1.008177428,1
15,msb_000015.msout,51453,1.166465626,0.92896921,1
15,msb_000015.msout,300611,0.715707164,0.758756015,1
15,msb_000015.msout,236731,0.961945399,0.794990549,1
15,msb_000015.msout,224456,1.98096633,2.049527913,2
15,msb_000015.msout,97193,1.821907738,1.812089956,2
15,msb_000015.msout,187225,1.918532275,1.995294739,2
15,msb_000015.msout,64076,1.940364888,1.724344767,2
15,msb_000015.msout,241885,2.140171438,2.0351504,2
15,msb_000015.msout,241661,2.119077236,1.835583743,2
15,msb_000015.msout,179307,1.929355218,2.033555471,2
15,msb_000015.msout,246953,2.055909272,2.160768694,2
15,msb_000015.msout,184587,0.50943064,0.36024211,3
15,msb_000015.msout,467915,0.535796284,0.412486781,3
15,msb_000015.msout,371127,0.380111203,0.631378393,3
15,msb_000015.msout,181811,0.601440745,0.602246787,3
15,msb_000015.msout,142500,0.22226218,0.446781155,3
15,msb_000015.msout,42285,0.520472737,0.219446715,3
15,msb_000015.msout,52149,0.254589627,0.728829656,3
15,msb_000015.msout,123842,0.703000906,0.511544919,3
15,msb_000015.msout,64249,0.492202186,1.722211855,4
15,msb_000015.msout,460143,2.227332516,0.396134486,4
15,msb_000015.msout,438584,0.651993845,2.036502476,4
15,msb_000015.msout,275196,0.44010366,1.885253636,4
15,msb_000015.msout,241347,1.925542875,0.369506429,4
15,msb_000015.msout,467779,0.655896572,2.06161595,4
15,msb_000015.msout,246799,1.767652556,0.360112675,4
15,msb_000015.msout,161418,0.528870353,2.049633641,4
16,msb_000016.msout,312875,0.706829536,0.786420672,1
16,msb_000016.msout,117956,1.161783121,0.828090681,1
16,msb_000016.msout,221403,0.714140134,0.982003925,1
16,msb_000016.msout,22631,0.981473435,0.979370716,1
16,msb_000016.msout,366009,1.052553539,1.216212295,1
16,msb_000016.msout,382625,1.183961719,1.142048193,1
16,msb_000016.msout,108186,0.937229817,0.978619439,1
16,msb_000016.msout,69459,0.932826592,1.216690348,1
16,msb_000016.msout,53859,2.224517971,2.187180259,2
16,msb_000016.msout,352318,1.736851725,1.746400133,2
16,msb_000016.msout,231383,1.843825366,2.036783475,2
16,msb_000016.msout,380500,1.722917322,2.141514049,2
16,msb_000016.msout,89056,2.154313714,1.775638188,2
16,msb_000016.msout,97695,2.031371127,1.70133096,2
16,msb_000016.msout,200129,1.885697551,2.064511668,2
16,msb_000016.msout,104013,1.985372905,2.095939582,2
16,msb_000016.msout,237443,0.405354497,0.399298504,3
16,msb_000016.msout,89875,0.534206691,0.42588129,3
